,Unnamed: 0,id,category,subcategory,transformed category,tuberack,plate,reservoir,trash,other,opentrons_96_tiprack_10ul,opentrons_96_tiprack_20ul,opentrons_96_tiprack_300ul,opentrons_96_tiprack_1000ul,opentrons_96_filtertiprack_10ul,opentrons_96_filtertiprack_20ul,opentrons_96_filtertiprack_200ul,opentrons_96_filtertiprack_1000ul,p10_single,p10_multi,p20_single_gen2,p20_multi_gen2,p50_single,p50_multi,p300_single,p300_multi,p300_single_gen2,p300_multi_gen2,p1000_single,p1000_single_gen2,temperature gen2,temperature gen1,magnetic gen2,magnetic gen1,thermocycler,total tipracks,created,delivered,tat,sf_category,sf_status,sf_assignee
281,281,04eeb1,ngs library prep,illumina covidseq test,ngs,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-10-16 07:00:00,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Awaiting Customer Response,
282,282,118e8c,pcr,pcr prep,pcr,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2019-10-16 07:00:00,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Awaiting Customer Response,
283,283,cherrypicking_simple,sample prep,cherrypicking,cherrypicking,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2019-10-16 07:00:00,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Awaiting Customer Response,
284,284,5a2a35,sample prep,cherrypicking,cherrypicking,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2020-07-08 07:00:00,,,Dispensing Protocols,Awaiting Customer Response,chazmanc
285,285,6be1f8,sample prep,plate filling,sample prep,2,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2020-03-05 08:00:00,,,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Stuck,ncdiehl11
286,286,6c27ee,sample prep,cherrypicking,cherrypicking,1,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2020-02-25 08:00:00,,,Nucleic acid purification,Canceled,chazmanc
287,287,6f2d9b,sample prep,serial dilution,dilution,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2020-08-28 07:00:00,,,Nucleic acid purification,Awaiting Customer Response,chazmanc
288,288,459cc2,sample prep,mass spec,sample prep,4,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2019-10-03 07:00:00,2019-10-28,25.0,ELISA,Awaiting Customer Response,ncdiehl11
289,289,7f0f89,sample prep,plate filling,sample prep,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2020-03-02 08:00:00,,,Replica plate,Awaiting Customer Response,chazmanc
290,290,1e744e,pcr,pcr prep,pcr,0,1,0,1,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2020-09-03 07:00:00,2020-11-18,76.0,PCR/qPCR prep,Closed,
291,291,010526,sample prep,restriction digest,sample prep,2,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,2020-06-24 07:00:00,,,PCR/qPCR prep,Canceled,chazmanc
292,292,zymo-ribofree-p7-adapter-ligation,ngs library prep,zymo ribofree™ total rna library prep,ngs,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,2020-07-16 07:00:00,,,NGS library prep,Canceled,
293,293,complete-pcr,pcr,complete pcr workflow,pcr,0,2,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,4,2019-09-23 07:00:00,2020-11-19,423.0,Magnetic beads for nucleic acid,Canceled,chazmanc
294,294,516336,ngs library prep,oxford nanopore ligation sequencing kit,ngs,0,3,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,2021-01-05 08:00:00,2021-02-22,48.0,Building block for ELISA protocol,Closed,chazmanc
295,295,642c73,pcr,pcr prep,pcr,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-01-08 08:00:00,,,Nucleic acid purification,Closed,ncdiehl11
296,296,5b8174,sample prep,cherrypicking,cherrypicking,3,4,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2021-01-11 08:00:00,2021-02-25,45.0,Nucleic acid purification,Closed,chazmanc
297,297,1ccd23-station-C,covid workstation,qpcr setup,pcr,0,2,0,1,2,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,7,2021-02-08 21:35:31,2021-02-24,16.0,PCR/qPCR prep,Closed,ncdiehl11
298,298,6cb818,sample prep,staining,sample prep,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-03-23 15:11:48,2021-04-09,17.0,PCR/qPCR prep,Closed,ncdiehl11
299,299,141a1a,sample prep,cell-free gene expression,sample prep,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2021-10-05 15:49:04,2021-11-09,35.0,"ELISA, Serial Dilution",Closed,StevenPlonk
300,300,1980cd,nucleic acid extraction & purification,plant dna,extraction,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-03-23 16:50:52,2021-04-08,16.0,NGS library prep,In Optimization,ramifarawi
301,301,7363e4,sample prep,aliquoting,sample prep,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021-07-15 02:28:20,2021-07-22,8.0,"PCR/qPCR prep,CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,sakibh
302,302,747d99-assay-2,covid workstation,rna extraction,extraction,1,3,1,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,5,2021-07-14 18:20:56,2021-07-20,6.0,NGS library prep,Closed,ramifarawi
303,303,04eeb1-part-3,ngs library prep,illumina covidseq test,ngs,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2021-06-08 09:18:21,2021-06-18,10.0,Elisa calibrants,Closed,ramifarawi
304,304,6a93a2,ngs library prep,swift rapid rna library kit,ngs,0,2,1,1,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,4,2021-06-08 09:00:24,2021-06-18,10.0,Elisa calibrants,Closed,ramifarawi
305,305,04eeb1-part-4,ngs library prep,illumina covidseq test,ngs,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2021-07-16 17:31:38,2021-07-29,13.0,Plate Preparation,Closed,sakibh
306,306,zymo-quick,nucleic acid extraction & purification,zymo kit,extraction,1,2,2,1,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,2021-05-09 07:41:58,2021-05-21,12.0,NGS library prep,Closed,sakibh
307,307,nextera-flex-library-prep-post-tag-cleanup,ngs library prep,nextera dna flex library prep,ngs,0,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,2021-06-09 12:07:07,2021-06-23,14.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,StevenPlonk
308,308,50c11b,pcr,pcr prep,pcr,0,5,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2021-03-28 08:13:24,2021-04-13,16.0,Liquid deposition onto flat surfaces,Closed,ncdiehl11
309,309,sci-mgi-mgieasy-nucleic-acid-extraction-kit,nucleic acid extraction & purification,mgi kit,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,2021-05-20 20:48:39,2021-06-03,14.0,NGS library prep,Closed,StevenPlonk
310,310,0944e4,ngs library prep,ampure xp,ngs,0,2,1,1,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,8,2021-05-20 20:10:44,2021-06-09,20.0,Nucleic acid purification,Closed,chazmanc
311,311,7855ef,ngs library prep,agriseq hts library kit,ngs,0,6,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2021-05-20 20:44:39,2021-07-14,55.0,PCR/qPCR prep,Closed,chazmanc
312,312,5c50d9,pcr,pcr prep,pcr,6,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2021-02-10 22:00:49,2021-02-26,16.0,General Lab Procedures,Closed,sakibh
313,313,2e84cc,ngs library prep,illumina nextera xt,ngs,0,3,1,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,2021-03-24 11:44:17,2021-05-03,40.0,Nucleic acid purification,Closed,sakibh
314,314,0556be-covid-mm-qc,sample prep,plate filling,sample prep,1,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2021-03-04 12:10:32,2021-03-15,11.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ramifarawi
315,315,00a214-protocol-3,sample prep,staining,sample prep,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-03-04 10:20:41,2021-03-12,8.0,PCR/qPCR prep,Closed,ramifarawi
316,316,3db190,featured,pcr prep,pcr,1,1,0,1,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2021-03-24 18:27:58,2021-04-14,21.0,NGS library prep,Closed,StevenPlonk
317,317,10bf60-station-C,pcr,pcr prep,pcr,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2021-03-25 13:08:39,2021-04-06,12.0,mock pooling,Closed,StevenPlonk
318,318,1adec6-4,proteins & proteomics,assay,protein,0,2,0,1,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2021-03-25 18:28:37,2021-05-11,47.0,NGS library prep,Closed,ramifarawi
319,319,generic_station_A,covid workstation,sample plating,other,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021-03-05 21:33:00,2021-03-12,7.0,"Mass spec sample prep (MALDI spotting, gel digests, etc)",Closed,sakibh
320,320,00a214-protocol-4,sample prep,staining,sample prep,0,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-03-17 16:46:50,2021-04-13,27.0,Nucleic acid purification,Closed,chazmanc
321,321,7855ef-plate-part2,ngs library prep,agriseq hts library kit,ngs,0,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2021-06-14 14:16:55,2021-06-15,1.0,,Closed,ncdiehl11
322,322,1adec6-3,proteins & proteomics,assay,protein,0,4,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2021-03-10 00:22:12,2021-03-24,15.0,PCR/qPCR prep,Closed,ramifarawi
323,323,13c0b8,sample prep,staining prep,sample prep,0,2,1,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2021-03-04 04:20:45,2021-03-30,27.0,NGS library prep,Closed,StevenPlonk
324,324,2ed4de,sample prep,ribogreen assay,sample prep,1,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2021-03-25 21:56:29,2021-04-04,10.0,Sample Prep for PoC COVID-19 Device,Closed,chazmanc
325,325,211fe1,sample prep,mass spec,sample prep,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2021-04-10 18:03:50,2021-04-20,10.0,Drop Casting Polymer Solutions with Varying solvent/additive concecntrations,Closed,ramifarawi
326,326,2d7126,sample prep,slide spotting,sample prep,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2021-03-26 00:20:58,2021-04-06,12.0,Viral titration (serial dilution) protocol,Closed,sakibh
327,327,384b23-plate-transfer,sample prep,plate filling,sample prep,0,1,0,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2021-03-26 20:49:34,2021-04-01,6.0,Drug Dilution +/- Addition of Cells,Closed,chazmanc
328,328,29effa-buffer,sample prep,plate filling,sample prep,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-03-05 16:51:32,2021-03-17,12.0,Simple aliquot transfer,Closed,chazmanc
329,329,4bdd14,sample prep,plate filling,sample prep,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2021-03-08 18:20:36,2021-03-18,10.0,PCR/qPCR prep,Closed,StevenPlonk
330,330,743f54,sample prep,plate filling,sample prep,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021-03-08 18:31:58,2021-03-18,10.0,PCR/qPCR prep,Closed,StevenPlonk
331,331,5c14ad,sample prep,plate filling,sample prep,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021-03-09 16:38:44,2021-03-30,21.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,StevenPlonk
332,332,74312c,sample prep,plate filling,sample prep,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-03-10 23:25:24,,,PCR/qPCR prep,Canceled,ramifarawi
333,333,2aee74-96-2,proteins & proteiomics,olink target 96,protein,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-03-11 15:18:04,,,PCR/qPCR prep,Closed,ncdiehl11
334,334,42d27b,nucleic acid extraction & purification,quant-it dsdna kit,extraction,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2021-04-19 11:49:53,2021-04-26,7.0,PCR/qPCR prep,Closed,ramifarawi
335,335,00a214-protocol-5,sample prep,staining,sample prep,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2021-03-30 18:00:37,2021-04-20,21.0,PCR/qPCR prep,Closed,ramifarawi
336,336,269b21,pcr,pcr prep,pcr,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2021-04-19 16:53:58,2021-04-29,10.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,ramifarawi
337,337,1adec6-2,proteins & proteomics,assay,protein,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-07-21 14:08:02,,,,Closed,sakibh
338,338,7855ef-plate-part3,ngs library prep,agriseq hts library kit,ngs,0,7,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2021-07-21 14:09:01,,,,Closed,ramifarawi
339,339,2d9a0c,pcr,complete pcr workflow,pcr,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2021-03-30 19:11:09,2021-04-04,5.0,Volume transfers & dispensing sample into COVID-19 PoC Testing Device,Closed,chazmanc
340,340,35269b,nucleic acid extraction & purification,viral rna,extraction,0,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,2021-07-21 14:06:59,,,,In Progress,chazmanc
341,341,00a214-protocol-2,sample prep,staining,sample prep,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-07-21 14:07:29,,,,Closed,ncdiehl11
342,342,298069,sample prep,aliquoting,sample prep,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021-07-21 14:08:27,2021-08-04,14.0,,Closed,StevenPlonk
343,343,7855ef-plate-part4,ngs library prep,agriseq hts library kit,ngs,0,5,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2021-07-21 13:29:53,2021-07-26,5.0,Nucleic acid purification,In Optimization,ramifarawi
344,344,1adec6-5,proteins & proteomics,assay,protein,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-03-31 18:18:00,2021-04-06,6.0,Flexible distribution of solution into wellplates,Closed,sakibh
345,345,10bf60-station-B,covid workstation,rna extraction,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,2021-04-19 17:46:36,2021-04-26,7.0,PCR/qPCR prep,Closed,sakibh
346,346,4b76c0,sample prep,normalization,cherrypicking,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-04-19 19:02:55,2021-05-03,14.0,PCR/qPCR prep,Closed,StevenPlonk
347,347,primer_hydration,pcr prep,primer hydration,pcr,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2021-07-21 17:54:58,2021-07-27,6.0,PCR/qPCR prep,Closed,ncdiehl11
348,348,53e6bc_mastermix_creation,proteins & proteomics,assay,protein,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2021-07-21 18:15:20,2021-08-02,3.0,"Nucleic acid purification,CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc),Sterile workflows (cell culture and related assays),PCR/qPCR prep",Closed,ramifarawi
349,349,7fc7b1,featured,cherrypicking,cherrypicking,0,2,1,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2021-04-06 18:59:07,2021-05-05,29.0,PCR/qPCR prep,Closed,chazmanc
350,350,5520f0,sample prep,staining,sample prep,0,6,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2021-07-21 19:08:40,2021-08-04,5.0,PCR/qPCR prep,Closed,StevenPlonk
351,351,469c70,sample prep,serial dilution,dilution,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021-07-21 21:10:32,2021-09-24,4.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,chazmanc
352,352,6a93a3-part2,ngs library prep,swift rapid rna library kit,ngs,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2021-07-21 23:53:00,2021-08-18,19.0,NGS library prep,Closed,sakibh
353,353,2aee74-96-3,proteins & proteiomics,olink target 96,protein,1,4,0,1,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2021-04-16 07:57:40,2021-04-22,6.0,NGS library prep,Closed,sakibh
354,354,1c8468,pcr,pcr prep,pcr,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-04-16 19:13:41,2021-04-29,13.0,NGS library prep,Closed,StevenPlonk
355,355,6faa1e,pcr,pcr prep,pcr,0,0,1,1,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-04-26 14:28:28,2021-05-11,15.0,"Protein quantification (BCA, Bradford, etc)",In Optimization,chazmanc
356,356,387961,sample prep,plate filling,sample prep,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-07-21 23:46:59,2021-08-14,15.0,NGS library prep,Closed,sakibh
357,357,nucleic_acid_purification_with_magnetic_beads,featured,nucleic acid purification with magnetic beads (universal),extraction,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2021-07-21 23:38:17,2021-08-02,3.0,NGS library prep,Closed,sakibh
358,358,39bbbb,sample prep,plate filling,sample prep,3,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2021-05-03 22:21:46,2021-05-11,8.0,Fixing and staining cell-based 384-well assay plates.,Closed,sakibh
359,359,35b1a9,sample prep,plate filling,sample prep,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021-04-23 20:43:16,2021-05-05,12.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,sakibh
360,360,1f8b55,sample prep,plate filling,sample prep,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-04-26 16:25:31,2021-05-06,10.0,PCR/qPCR prep,Closed,ramifarawi
361,361,49de51-pt2,nucleic acid extraction & purification,plant dna,extraction,0,2,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5,2021-07-23 04:28:03,,,,Closed,chazmanc
362,362,promega-maxwell,nucleic acid extraction & purification,viral rna,extraction,0,2,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,2021-05-07 13:43:43,2021-05-21,14.0,NGS library prep,Closed,StevenPlonk
363,363,76ba23-bisulfite_conversion,ngs library prep,zymoresearch: ez dna methylation-gold kit,ngs,0,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2021-05-07 20:00:22,2021-07-09,63.0,PCR/qPCR prep,Closed,ncdiehl11
364,364,0d2950,sample prep,plate filling,sample prep,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2021-06-21 18:55:58,2021-07-02,11.0,NGS library prep,Closed,sakibh
365,365,44b43c,pcr,pcr prep,pcr,0,7,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2021-05-13 21:35:05,2021-05-26,13.0,PCR/qPCR prep,Closed,ramifarawi
366,366,7855ef-plate,ngs library prep,agriseq hts library kit,ngs,0,7,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2021-05-13 20:54:37,2021-05-17,4.0,Serial dilution ( 1:10),Closed,sakibh
367,367,50486f-v2-part1,pcr,pcr prep,pcr,0,2,0,1,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2021-06-22 12:06:58,2021-07-06,14.0,PCR/qPCR prep,Closed,StevenPlonk
368,368,7aa3fd-size-selection,ngs library prep,custom,ngs,1,2,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2021-08-02 19:18:00,,,Reagent refill,Closed,ramifarawi
369,369,0961d2-part2,ngs library prep,plexwell lp384,ngs,0,2,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2021-08-05 16:07:54,2021-08-17,12.0,NGS library prep,Closed,ncdiehl11
370,370,5dcd88,pcr,pcr prep,pcr,0,6,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,2021-10-11 14:09:48,,,,Closed,ramifarawi
371,371,6ff9e9,nucleic acid extraction & purification,nucleic acid extraction,extraction,0,2,0,1,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5,2021-08-09 14:11:11,,,,Closed,sakibh
372,372,111210,ngs library prep,generead qiaact lung rna fusion umi panel kit,ngs,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2021-08-09 14:11:36,2021-08-23,14.0,,Closed,StevenPlonk
373,373,51b9a5,sample prep,agar plating,sample prep,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-08-09 14:12:02,,,,Closed,ramifarawi
374,374,6d7fc3-part-7,ngs library prep,generead qiaact lung dna umi panel kit,ngs,0,2,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,2021-08-09 21:44:40,2021-08-20,11.0,PCR/qPCR prep,Closed,ramifarawi
375,375,omega_biotek_magbind_totalpure_NGS,featured,ngs cleanup and size selection with omega bio-tek mag-bind® totalpure,ngs,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2021-08-10 18:28:34,2021-08-20,10.0,Sterile workflows (cell culture and related assays),Closed,ramifarawi
376,376,48648f,nucleic acid extraction & purification,nucleic acid purification,extraction,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2021-08-12 12:52:41,2021-08-26,14.0,Nucleic acid purification,Closed,sakibh
377,377,6cd9d6,ngs library prep,custom,ngs,0,3,2,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,4,2021-08-10 16:23:58,2021-08-12,2.0,"CSV/Excel File input (for protocols like normalization, cherry picking, DNA assembly, etc)",Closed,StevenPlonk
378,378,6a77d9,sample prep,slide spotting,sample prep,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021-10-13 13:48:29,,,,New,StevenPlonk
